GNISIDNAME,COUNT,AREA,PercentArea_Value,MIN_cellsml,MAX_cellsml,RANGE_cellsml,MEAN_cellsml,STD_cellsml,Day,Year,Date,wi_DWSA
Foster Lake_01158892,4,360000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Drews Reservoir_01141243,154,13860000,,6310,255859,249549,9945,25125,128,2017,5/8/2017,
Goose Lake_00224325,3995,359550000,,6310,1076466,1070156,66301,117942,128,2017,5/8/2017,
Crump Lake_01119601,360,32400000,,6310,205116,198807,12683,16621,128,2017,5/8/2017,
Lake of the Woods_01161601,26,2340000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Upper Klamath Lake_01151685,2604,234360000,,6310,263027,256717,8113,14538,128,2017,5/8/2017,
Diamond Lake_01140999,115,10350000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Henry Hagg Lake_01158095,23,2070000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Lake Abert_01116755,1495,134550000,,6310,751623,745314,13075,49008,128,2017,5/8/2017,
Alkali Lake_01116863,29,2610000,,6310,4168695,4162385,3244736,774730,128,2017,5/8/2017,
Aspen Lake_01161255,78,7020000,,6310,199526,193217,23612,44428,128,2017,5/8/2017,
Green Peter Lake_01158878,14,1260000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Detroit Lake_01639301,28,2520000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Renner Lake_00267175,21,1890000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Summer Lake_01150595,363,32670000,,6310,1380385,1374075,717992,309496,128,2017,5/8/2017,
Hart Lake_01121637,320,28800000,,6310,672977,666668,44394,64093,128,2017,5/8/2017,
Siltcoos Lake_01158483,53,4770000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Howard Prairie Lake_01158895,40,3600000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Swamp Lake_01127802,39,3510000,,6310,210863,204553,15291,34132,128,2017,5/8/2017,
Timothy Lake_01151253,22,1980000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Gerber Reservoir_01121105,133,11970000,,6310,263027,256717,9252,23071,128,2017,5/8/2017,
Crater Lake_01163669,554,49860000,,6310,387258,380948,9359,30000,128,2017,5/8/2017,
Lake Billy Chinook_01138120,88,7920000,,6310,6310,0,6310,0,128,2017,5/8/2017,
Fern Ridge Lake_01120678,232,20880000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Cottage Grove Lake_01158179,23,2070000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Dorena Lake_01120032,20,1800000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Hills Creek Lake_01158881,61,5490000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Lost Creek Lake_01158890,88,7920000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Sturgeon Lake_01127681,125,11250000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Henry Hagg Lake_01158095,26,2340000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Green Peter Lake_01158878,57,5130000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Detroit Lake_01639301,51,4590000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Siltcoos Lake_01158483,90,8100000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Timothy Lake_01151253,31,2790000,,6310,6310,0,6310,0,127,2017,5/7/2017,
Warm Springs Reservoir_01128656,48,4320000,,6310,6310,0,6310,0,125,2017,5/5/2017,
Malheur Lake_01123710,332,29880000,,6310,319154,312844,79796,78831,125,2017,5/5/2017,
Drews Reservoir_01141243,15,1350000,,6310,248886,242576,112872,110941,125,2017,5/5/2017,
Lake Abert_01116755,830,74700000,,6310,6310,0,6310,0,125,2017,5/5/2017,
Alkali Lake_01116863,13,1170000,,6310,1629297,1622987,131155,432476,125,2017,5/5/2017,
Summer Lake_01150595,359,32310000,,6310,2606154,2599845,924523,685242,125,2017,5/5/2017,
Hart Lake_01121637,16,1440000,,6310,151356,145047,53619,53801,125,2017,5/5/2017,
Gerber Reservoir_01121105,102,9180000,,6310,114815,108506,8319,14236,125,2017,5/5/2017,
Warm Springs Reservoir_01128656,146,13140000,,6310,183654,177344,7524,14627,124,2017,5/4/2017,
Beulah Reservoir_01117569,67,6030000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Waldo Lake_01151818,217,19530000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Davis Lake_01140666,128,11520000,,6310,32211,25901,6923,3639,124,2017,5/4/2017,
Cold Springs Reservoir_01119125,34,3060000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Fern Ridge Lake_01120678,227,20430000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Crescent Lake_01158186,132,11880000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Wickiup Reservoir_01161711,359,32310000,,6310,301995,295686,11400,31860,124,2017,5/4/2017,
Odell Lake_01147159,124,11160000,,6310,6310,0,6310,0,239,2019,8/27/2019,
Crane Prairie Reservoir_01140386,157,14130000,,6310,6310,0,6310,0,124,2017,5/4/2017,
East Lake_01141624,31,2790000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Cottage Grove Lake_01158179,17,1530000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Dorena Lake_01120032,22,1980000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Hills Creek Lake_01158881,50,4500000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Lost Creek Lake_01158890,79,7110000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Sturgeon Lake_01127681,94,8460000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Malheur Lake_01123710,1154,103860000,,6310,654637,648327,34287,62745,124,2017,5/4/2017,
Drews Reservoir_01141243,152,13680000,,6310,169044,162735,11747,25845,124,2017,5/4/2017,
Goose Lake_00224325,2518,226620000,,6310,1047129,1040819,87102,159963,124,2017,5/4/2017,
Crump Lake_01119601,362,32580000,,6310,124738,118429,6817,6685,124,2017,5/4/2017,
Lake of the Woods_01161601,26,2340000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Upper Klamath Lake_01151685,2591,233190000,,6310,183654,177344,6586,5148,124,2017,5/4/2017,
Diamond Lake_01140999,26,2340000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Lake Abert_01116755,1464,131760000,,6310,794328,788019,9275,40581,124,2017,5/4/2017,
Alkali Lake_01116863,29,2610000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Aspen Lake_01161255,99,8910000,,6310,94624,88314,10539,14360,124,2017,5/4/2017,
Green Peter Lake_01158878,23,2070000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Detroit Lake_01639301,49,4410000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Renner Lake_00267175,21,1890000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Summer Lake_01150595,1200,108000000,,6310,2606154,2599845,978761,637850,124,2017,5/4/2017,
Hart Lake_01121637,319,28710000,,6310,619442,613132,19130,55109,124,2017,5/4/2017,
Howard Prairie Lake_01158895,52,4680000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Swamp Lake_01127802,39,3510000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Gerber Reservoir_01121105,130,11700000,,6310,21281,14972,6425,1308,124,2017,5/4/2017,
Crater Lake_01163669,543,48870000,,6310,139316,133006,6953,8450,124,2017,5/4/2017,
Lake Billy Chinook_01138120,94,8460000,,6310,6310,0,6310,0,124,2017,5/4/2017,
Fern Ridge Lake_01120678,186,16740000,,6310,6310,0,6310,0,123,2017,5/3/2017,
Sturgeon Lake_01127681,121,10890000,,6310,6310,0,6310,0,123,2017,5/3/2017,
Henry Hagg Lake_01158095,28,2520000,,6310,6310,0,6310,0,123,2017,5/3/2017,
Siltcoos Lake_01158483,94,8460000,,6310,6310,0,6310,0,123,2017,5/3/2017,
Warm Springs Reservoir_01128656,149,13410000,,6310,194089,187779,8595,17594,121,2017,5/1/2017,
Beulah Reservoir_01117569,67,6030000,,6310,6310,0,6310,0,121,2017,5/1/2017,
Malheur Lake_01123710,1131,101790000,,6310,444632,438322,62666,69727,121,2017,5/1/2017,
Drews Reservoir_01141243,152,13680000,,6310,159956,153646,14110,25813,121,2017,5/1/2017,
Goose Lake_00224325,4054,364860000,,6310,1047129,1040819,49168,126356,121,2017,5/1/2017,
Crump Lake_01119601,359,32310000,,6310,444632,438322,10706,36569,121,2017,5/1/2017,
Lake of the Woods_01161601,12,1080000,,6310,6310,0,6310,0,121,2017,5/1/2017,
Upper Klamath Lake_01151685,2233,200970000,,6310,255859,249549,7248,11581,121,2017,5/1/2017,
Lake Abert_01116755,1465,131850000,,6310,990833,984523,19105,81272,121,2017,5/1/2017,
Alkali Lake_01116863,12,1080000,,6310,2089297,2082987,819593,830267,121,2017,5/1/2017,
Aspen Lake_01161255,2,180000,,6310,6310,0,6310,0,121,2017,5/1/2017,
Alkali Lake_01116864,1,90000,,602560,602560,0,602560,0,121,2017,5/1/2017,
Renner Lake_00267175,19,1710000,,6310,60814,54504,10282,12796,121,2017,5/1/2017,
Summer Lake_01150595,112,10080000,,6310,496592,490283,214648,147639,121,2017,5/1/2017,
Hart Lake_01121637,321,28890000,,6310,691831,685522,23719,53718,121,2017,5/1/2017,
Howard Prairie Lake_01158895,39,3510000,,6310,6310,0,6310,0,121,2017,5/1/2017,
Swamp Lake_01127802,39,3510000,,6310,31333,25023,7571,5426,121,2017,5/1/2017,
Gerber Reservoir_01121105,129,11610000,,6310,155597,149287,8724,14721,121,2017,5/1/2017,
Crater Lake_01163669,514,46260000,,6310,6310,0,6310,0,121,2017,5/1/2017,
Warm Springs Reservoir_01128656,104,9360000,,6310,105682,99372,7265,9697,120,2017,4/30/2017,
Waldo Lake_01151818,95,8550000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Davis Lake_01140666,114,10260000,,6310,194089,187779,8630,18462,120,2017,4/30/2017,
Cold Springs Reservoir_01119125,34,3060000,,6310,9817,3508,6413,593,120,2017,4/30/2017,
Fern Ridge Lake_01120678,73,6570000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Crescent Lake_01158186,159,14310000,,6310,92045,85735,8347,11932,120,2017,4/30/2017,
Wickiup Reservoir_01161711,277,24930000,,6310,420727,414417,24398,59826,120,2017,4/30/2017,
Odell Lake_01147159,138,12420000,,6310,6310,0,6310,0,242,2019,8/30/2019,
Crane Prairie Reservoir_01140386,154,13860000,,6310,62517,56208,6837,4930,120,2017,4/30/2017,
Cottage Grove Lake_01158179,10,900000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Dorena Lake_01120032,21,1890000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Hills Creek Lake_01158881,41,3690000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Lost Creek Lake_01158890,96,8640000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Sturgeon Lake_01127681,7,630000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Malheur Lake_01123710,616,55440000,,6310,366438,360128,44902,61181,120,2017,4/30/2017,
Drews Reservoir_01141243,92,8280000,,6310,255859,249549,15081,35918,120,2017,4/30/2017,
Goose Lake_00224325,1442,129780000,,6310,839460,833151,67655,133316,120,2017,4/30/2017,
Crump Lake_01119601,230,20700000,,6310,328096,321786,10507,27044,120,2017,4/30/2017,
Lake of the Woods_01161601,35,3150000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Upper Klamath Lake_01151685,2511,225990000,,6310,222844,216534,7255,9653,120,2017,4/30/2017,
Diamond Lake_01140999,4,360000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Henry Hagg Lake_01158095,19,1710000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Lake Abert_01116755,1123,101070000,,6310,524808,518498,8068,21548,120,2017,4/30/2017,
Alkali Lake_01116863,29,2610000,,6310,2606154,2599845,697956,855325,120,2017,4/30/2017,
Aspen Lake_01161255,101,9090000,,6310,398108,391798,20173,56505,120,2017,4/30/2017,
Green Peter Lake_01158878,40,3600000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Detroit Lake_01639301,50,4500000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Renner Lake_00267175,20,1800000,,6310,43652,37342,8625,8269,120,2017,4/30/2017,
Summer Lake_01150595,189,17010000,,6310,328096,321786,45776,68806,120,2017,4/30/2017,
Hart Lake_01121637,70,6300000,,6310,210863,204553,36658,54775,120,2017,4/30/2017,
Siltcoos Lake_01158483,36,3240000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Howard Prairie Lake_01158895,35,3150000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Swamp Lake_01127802,31,2790000,,6310,34041,27731,10612,8195,120,2017,4/30/2017,
Timothy Lake_01151253,8,720000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Crater Lake_01163669,532,47880000,,6310,255859,249549,7874,18192,120,2017,4/30/2017,
Lake Billy Chinook_01138120,18,1620000,,6310,6310,0,6310,0,120,2017,4/30/2017,
Warm Springs Reservoir_01128656,30,2700000,,6310,6310,0,6310,0,117,2017,4/27/2017,
Davis Lake_01140666,16,1440000,,6310,6310,0,6310,0,117,2017,4/27/2017,
Cold Springs Reservoir_01119125,34,3060000,,6310,6310,0,6310,0,117,2017,4/27/2017,
Crescent Lake_01158186,10,900000,,6310,6310,0,6310,0,117,2017,4/27/2017,
Malheur Lake_01123710,670,60300000,,6310,293765,287455,45743,58769,117,2017,4/27/2017,
Drews Reservoir_01141243,90,8100000,,6310,570164,563855,189588,121288,117,2017,4/27/2017,
Goose Lake_00224325,421,37890000,,6310,711214,704904,100833,152668,117,2017,4/27/2017,
Crump Lake_01119601,111,9990000,,6310,173780,167471,50204,48940,117,2017,4/27/2017,
Lake of the Woods_01161601,32,2880000,,6310,6310,0,6310,0,117,2017,4/27/2017,
Upper Klamath Lake_01151685,346,31140000,,6310,409261,402951,50986,92562,117,2017,4/27/2017,
Lake Abert_01116755,579,52110000,,6310,139316,133006,7157,8826,117,2017,4/27/2017,
Alkali Lake_01116863,29,2610000,,963829,2910719,1946889,2310692,522674,117,2017,4/27/2017,
Summer Lake_01150595,7,630000,,131826,301995,170170,204756,84212,117,2017,4/27/2017,
Hart Lake_01121637,25,2250000,,6310,205116,198807,47419,63912,117,2017,4/27/2017,
Howard Prairie Lake_01158895,42,3780000,,6310,6310,0,6310,0,117,2017,4/27/2017,
Swamp Lake_01127802,31,2790000,,6310,94624,88314,25835,26291,117,2017,4/27/2017,
Gerber Reservoir_01121105,72,6480000,,6310,235505,229195,48515,53181,117,2017,4/27/2017,
Lake Billy Chinook_01138120,4,360000,,6310,6310,0,6310,0,117,2017,4/27/2017,
Goose Lake_00224325,170,15300000,,6310,1018592,1012282,68381,173531,116,2017,4/26/2017,
Upper Klamath Lake_01151685,190,17100000,,6310,6310,0,6310,0,116,2017,4/26/2017,
Lake Abert_01116755,695,62550000,,6310,235505,229195,7211,12158,116,2017,4/26/2017,
Summer Lake_01150595,68,6120000,,6310,586138,579829,65691,112259,116,2017,4/26/2017,
Hart Lake_01121637,66,5940000,,6310,164437,158128,17090,24989,116,2017,4/26/2017,
Siltcoos Lake_01158483,12,1080000,,6310,6310,0,6310,0,116,2017,4/26/2017,
Warm Springs Reservoir_01128656,9,810000,,6310,6310,0,6310,0,113,2017,4/23/2017,
Crescent Lake_01158186,5,450000,,6310,6310,0,6310,0,113,2017,4/23/2017,
Hills Creek Lake_01158881,28,2520000,,6310,6310,0,6310,0,113,2017,4/23/2017,
Malheur Lake_01123710,690,62100000,,6310,496592,490283,62393,76349,113,2017,4/23/2017,
Goose Lake_00224325,1102,99180000,,6310,816583,810273,57403,124714,113,2017,4/23/2017,
Crump Lake_01119601,81,7290000,,6310,199526,193217,10430,23151,113,2017,4/23/2017,
Upper Klamath Lake_01151685,974,87660000,,6310,242103,235794,11668,18960,113,2017,4/23/2017,
Lake Abert_01116755,1147,103230000,,6310,654637,648327,15281,55935,113,2017,4/23/2017,
Alkali Lake_01116863,29,2610000,,990833,2754231,1763398,1926823,498344,113,2017,4/23/2017,
Aspen Lake_01161255,4,360000,,6310,6310,0,6310,0,113,2017,4/23/2017,
Summer Lake_01150595,190,17100000,,6310,772681,766371,74245,133976,113,2017,4/23/2017,
Hart Lake_01121637,204,18360000,,6310,205116,198807,14598,23883,113,2017,4/23/2017,
Swamp Lake_01127802,12,1080000,,6310,216771,210461,59833,89598,113,2017,4/23/2017,
Gerber Reservoir_01121105,28,2520000,,6310,285759,279450,58235,79103,113,2017,4/23/2017,
Crater Lake_01163669,29,2610000,,6310,6310,0,6310,0,113,2017,4/23/2017,
Waldo Lake_01151818,11,990000,,6310,6310,0,6310,0,112,2017,4/22/2017,
Davis Lake_01140666,87,7830000,,6310,151356,145047,16351,31997,112,2017,4/22/2017,
Fern Ridge Lake_01120678,17,1530000,,6310,6310,0,6310,0,112,2017,4/22/2017,
Crescent Lake_01158186,137,12330000,,6310,6310,0,6310,0,112,2017,4/22/2017,
Wickiup Reservoir_01161711,313,28170000,,6310,346737,340427,20693,48839,112,2017,4/22/2017,
Odell Lake_01147159,117,10530000,,6310,6310,0,6310,0,243,2019,8/31/2019,
Crane Prairie Reservoir_01140386,134,12060000,,6310,672977,666668,11285,57376,112,2017,4/22/2017,
Cottage Grove Lake_01158179,7,630000,,6310,6310,0,6310,0,112,2017,4/22/2017,
Hills Creek Lake_01158881,10,900000,,6310,6310,0,6310,0,112,2017,4/22/2017,
Goose Lake_00224325,980,88200000,,6310,1235948,1229639,143453,224524,112,2017,4/22/2017,
Upper Klamath Lake_01151685,482,43380000,,6310,135519,129209,8300,12462,112,2017,4/22/2017,
Diamond Lake_01140999,58,5220000,,6310,6310,0,6310,0,112,2017,4/22/2017,
Lake Abert_01116755,587,52830000,,6310,248886,242576,7936,12881,112,2017,4/22/2017,
Detroit Lake_01639301,32,2880000,,6310,6310,0,6310,0,112,2017,4/22/2017,
Renner Lake_00267175,10,900000,,6310,159956,153646,38607,52356,112,2017,4/22/2017,
Timothy Lake_01151253,32,2880000,,6310,6310,0,6310,0,112,2017,4/22/2017,
Crater Lake_01163669,394,35460000,,6310,6310,0,6310,0,112,2017,4/22/2017,
Lake Billy Chinook_01138120,92,8280000,,6310,128233,121924,8111,13386,112,2017,4/22/2017,
Warm Springs Reservoir_01128656,117,10530000,,6310,118032,111723,8971,14488,110,2017,4/20/2017,
Beulah Reservoir_01117569,4,360000,,6310,6310,0,6310,0,110,2017,4/20/2017,
Warm Springs Reservoir_01128656,113,10170000,,6310,73790,67481,8081,8409,109,2017,4/19/2017,
Beulah Reservoir_01117569,57,5130000,,6310,169044,162735,14220,31092,109,2017,4/19/2017,
Malheur Lake_01123710,256,23040000,,6310,376704,370394,91108,74491,109,2017,4/19/2017,
Drews Reservoir_01141243,154,13860000,,6310,602560,596250,38904,84478,109,2017,4/19/2017,
Goose Lake_00224325,3734,336060000,,6310,862979,856669,45328,113753,109,2017,4/19/2017,
Crump Lake_01119601,362,32580000,,6310,672977,666668,13851,53020,109,2017,4/19/2017,
Lake Abert_01116755,1580,142200000,,6310,1137628,1131318,46693,131675,109,2017,4/19/2017,
Renner Lake_00267175,20,1800000,,6310,242103,235794,30056,53402,109,2017,4/19/2017,
Summer Lake_01150595,50,4500000,,6310,636796,630486,165415,154311,109,2017,4/19/2017,
Hart Lake_01121637,319,28710000,,6310,469894,463585,16227,47373,109,2017,4/19/2017,
Swamp Lake_01127802,39,3510000,,6310,82414,76104,11814,14260,109,2017,4/19/2017,
Gerber Reservoir_01121105,115,10350000,,6310,242103,235794,34262,49489,109,2017,4/19/2017,
Lake Billy Chinook_01138120,7,630000,,6310,387258,380948,60731,133304,109,2017,4/19/2017,
Waldo Lake_01151818,69,6210000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Davis Lake_01140666,66,5940000,,6310,118032,111723,13153,21035,108,2017,4/18/2017,
Fern Ridge Lake_01120678,96,8640000,,6310,18535,12226,6437,1241,108,2017,4/18/2017,
Crescent Lake_01158186,138,12420000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Wickiup Reservoir_01161711,289,26010000,,6310,173780,167471,8003,13441,108,2017,4/18/2017,
Odell Lake_01147159,133,11970000,,6310,6310,0,6310,0,246,2019,9/3/2019,
Crane Prairie Reservoir_01140386,23,2070000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Dorena Lake_01120032,20,1800000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Hills Creek Lake_01158881,48,4320000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Lost Creek Lake_01158890,68,6120000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Foster Lake_01158892,3,270000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Lake of the Woods_01161601,36,3240000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Upper Klamath Lake_01151685,1703,153270000,,6310,139316,133006,6948,5595,108,2017,4/18/2017,
Henry Hagg Lake_01158095,20,1800000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Alkali Lake_01116863,29,2610000,,1047129,2910719,1863590,2191497,440224,108,2017,4/18/2017,
Aspen Lake_01161255,134,12060000,,6310,210863,204553,11888,26666,108,2017,4/18/2017,
Green Peter Lake_01158878,2,180000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Detroit Lake_01639301,2,180000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Summer Lake_01150595,88,7920000,,6310,82414,76104,12744,18642,108,2017,4/18/2017,
Siltcoos Lake_01158483,88,7920000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Howard Prairie Lake_01158895,28,2520000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Timothy Lake_01151253,2,180000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Gerber Reservoir_01121105,60,5400000,,6310,118032,111723,10668,19496,108,2017,4/18/2017,
Crater Lake_01163669,394,35460000,,6310,6310,0,6310,0,108,2017,4/18/2017,
Lake Billy Chinook_01138120,17,1530000,,6310,346737,340427,26335,80101,108,2017,4/18/2017,
Warm Springs Reservoir_01128656,146,13140000,,6310,26546,20236,6519,1867,105,2017,4/15/2017,
Beulah Reservoir_01117569,64,5760000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Waldo Lake_01151818,228,20520000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Davis Lake_01140666,121,10890000,,6310,87096,80787,7671,9033,105,2017,4/15/2017,
Cold Springs Reservoir_01119125,35,3150000,,6310,60814,54504,8216,9247,105,2017,4/15/2017,
Crescent Lake_01158186,115,10350000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Wickiup Reservoir_01161711,343,30870000,,6310,337288,330978,20540,48249,105,2017,4/15/2017,
Odell Lake_01147159,114,10260000,,6310,6310,0,6310,0,247,2019,9/4/2019,
Crane Prairie Reservoir_01140386,155,13950000,,6310,963829,957520,30913,129213,105,2017,4/15/2017,
Dorena Lake_01120032,8,720000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Hills Creek Lake_01158881,30,2700000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Sturgeon Lake_01127681,118,10620000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Malheur Lake_01123710,1030,92700000,,6310,483059,476750,90641,95413,105,2017,4/15/2017,
Drews Reservoir_01141243,154,13860000,,6310,570164,563855,53621,87337,105,2017,4/15/2017,
Goose Lake_00224325,3004,270360000,,6310,887156,880847,38955,97065,105,2017,4/15/2017,
Crump Lake_01119601,362,32580000,,6310,60814,54504,6720,4353,105,2017,4/15/2017,
Upper Klamath Lake_01151685,2246,202140000,,6310,337288,330978,15375,31730,105,2017,4/15/2017,
Henry Hagg Lake_01158095,10,900000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Lake Abert_01116755,1606,144540000,,6310,570164,563855,31578,79536,105,2017,4/15/2017,
Alkali Lake_01116863,28,2520000,,1169500,2089297,919797,1589245,281119,105,2017,4/15/2017,
Aspen Lake_01161255,3,270000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Alkali Lake_01116864,63,5670000,,6310,432514,426204,29023,63008,105,2017,4/15/2017,
Green Peter Lake_01158878,26,2340000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Detroit Lake_01639301,27,2430000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Renner Lake_00267175,20,1800000,,6310,164437,158128,23416,41454,105,2017,4/15/2017,
Summer Lake_01150595,78,7020000,,6310,539511,533201,105811,116581,105,2017,4/15/2017,
Hart Lake_01121637,319,28710000,,6310,216771,210461,10233,21636,105,2017,4/15/2017,
Swamp Lake_01127802,39,3510000,,6310,38019,31709,7321,5128,105,2017,4/15/2017,
Timothy Lake_01151253,40,3600000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Gerber Reservoir_01121105,130,11700000,,6310,216771,210461,15115,29690,105,2017,4/15/2017,
Crater Lake_01163669,537,48330000,,6310,6310,0,6310,0,105,2017,4/15/2017,
Lake Billy Chinook_01138120,85,7650000,,6310,337288,330978,30826,74063,105,2017,4/15/2017,
Waldo Lake_01151818,35,3150000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Davis Lake_01140666,107,9630000,,6310,124738,118429,8697,16103,104,2017,4/14/2017,
Fern Ridge Lake_01120678,173,15570000,,6310,92045,85735,7301,8425,104,2017,4/14/2017,
Crescent Lake_01158186,44,3960000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Wickiup Reservoir_01161711,149,13410000,,6310,554626,548316,27834,81927,104,2017,4/14/2017,
Odell Lake_01147159,51,4590000,,6310,6310,0,6310,0,251,2019,9/8/2019,
Crane Prairie Reservoir_01140386,131,11790000,,6310,263027,256717,10723,30344,104,2017,4/14/2017,
Dorena Lake_01120032,12,1080000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Hills Creek Lake_01158881,13,1170000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Lost Creek Lake_01158890,40,3600000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Sturgeon Lake_01127681,11,990000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Foster Lake_01158892,17,1530000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Lake of the Woods_01161601,7,630000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Upper Klamath Lake_01151685,937,84330000,,6310,34995,28685,6453,1402,104,2017,4/14/2017,
Green Peter Lake_01158878,5,450000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Siltcoos Lake_01158483,65,5850000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Crater Lake_01163669,366,32940000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Lake Billy Chinook_01138120,27,2430000,,6310,6310,0,6310,0,104,2017,4/14/2017,
Malheur Lake_01123710,35,3150000,,6310,151356,145047,10454,24165,102,2017,4/12/2017,
Drews Reservoir_01141243,87,7830000,,6310,222844,216534,17439,37286,102,2017,4/12/2017,
Goose Lake_00224325,1318,118620000,,6310,990833,984523,21900,80056,102,2017,4/12/2017,
Lake Abert_01116755,191,17190000,,6310,6310,0,6310,0,102,2017,4/12/2017,
Renner Lake_00267175,17,1530000,,6310,6310,0,6310,0,102,2017,4/12/2017,
Fern Ridge Lake_01120678,229,20610000,,6310,6310,0,6310,0,100,2017,4/10/2017,
Hills Creek Lake_01158881,13,1170000,,6310,6310,0,6310,0,100,2017,4/10/2017,
Lost Creek Lake_01158890,63,5670000,,6310,6310,0,6310,0,100,2017,4/10/2017,
Sturgeon Lake_01127681,122,10980000,,6310,6310,0,6310,0,100,2017,4/10/2017,
Timothy Lake_01151253,19,1710000,,6310,6310,0,6310,0,100,2017,4/10/2017,
Warm Springs Reservoir_01128656,40,3600000,,6310,66069,59760,7804,9330,98,2017,4/8/2017,
