GNISIDNAME,COUNT,AREA,PercentArea_Value,MIN_cellsml,MAX_cellsml,RANGE_cellsml,MEAN_cellsml,STD_cellsml,Day,Year,Date,wi_DWSA
Beulah Reservoir_01117569,65,5850000,,6310,159956,153646,11664,23742,98,2017,4/8/2017,
Malheur Lake_01123710,3,270000,,6310,6310,0,6310,0,98,2017,4/8/2017,
Drews Reservoir_01141243,131,11790000,,6310,277971,271662,16950,38451,98,2017,4/8/2017,
Goose Lake_00224325,506,45540000,,6310,672977,666668,60137,123843,98,2017,4/8/2017,
Crump Lake_01119601,193,17370000,,6310,73790,67481,10882,12457,98,2017,4/8/2017,
Lake Abert_01116755,980,88200000,,6310,376704,370394,36055,71435,98,2017,4/8/2017,
Alkali Lake_01116863,2,180000,,2208005,2208005,0,2208005,0,98,2017,4/8/2017,
Alkali Lake_01116864,8,720000,,32211,376704,344493,91301,108888,98,2017,4/8/2017,
Summer Lake_01150595,53,4770000,,6310,248886,242576,35540,65648,98,2017,4/8/2017,
Hart Lake_01121637,134,12060000,,6310,42462,36152,8262,6088,98,2017,4/8/2017,
Swamp Lake_01127802,20,1800000,,6310,66069,59760,11188,14216,98,2017,4/8/2017,
Gerber Reservoir_01121105,108,9720000,,6310,23768,17459,6710,2126,98,2017,4/8/2017,
Warm Springs Reservoir_01128656,141,12690000,,6310,194089,187779,9573,19219,97,2017,4/7/2017,
Beulah Reservoir_01117569,59,5310000,,6310,94624,88314,11564,16440,97,2017,4/7/2017,
Waldo Lake_01151818,102,9180000,,6310,6310,0,6310,0,97,2017,4/7/2017,
Davis Lake_01140666,90,8100000,,6310,602560,596250,57906,132833,97,2017,4/7/2017,
Cold Springs Reservoir_01119125,4,360000,,6310,6310,0,6310,0,97,2017,4/7/2017,
Fern Ridge Lake_01120678,234,21060000,,6310,173780,167471,7155,11086,97,2017,4/7/2017,
Crescent Lake_01158186,38,3420000,,6310,6310,0,6310,0,97,2017,4/7/2017,
Wickiup Reservoir_01161711,283,25470000,,6310,293765,287455,12926,33808,97,2017,4/7/2017,
Paulina Lake_01147502,14,1260000,,6310,6310,0,6310,0,97,2017,4/7/2017,
Odell Lake_01147159,134,12060000,,6310,6310,0,6310,0,254,2019,9/11/2019,
Crane Prairie Reservoir_01140386,179,16110000,,6310,469894,463585,16461,49650,97,2017,4/7/2017,
Sturgeon Lake_01127681,3,270000,,6310,6310,0,6310,0,97,2017,4/7/2017,
Malheur Lake_01123710,406,36540000,,6310,420727,414417,26300,53835,97,2017,4/7/2017,
Goose Lake_00224325,780,70200000,,6310,444632,438322,29699,62434,97,2017,4/7/2017,
Crump Lake_01119601,86,7740000,,6310,194089,187779,18685,35617,97,2017,4/7/2017,
Lake of the Woods_01161601,23,2070000,,6310,6310,0,6310,0,97,2017,4/7/2017,
Upper Klamath Lake_01151685,680,61200000,,6310,301995,295686,18093,39940,97,2017,4/7/2017,
Lake Abert_01116755,414,37260000,,6310,205116,198807,31584,43989,97,2017,4/7/2017,
Aspen Lake_01161255,82,7380000,,6310,356451,350142,25384,55037,97,2017,4/7/2017,
Alkali Lake_01116864,5,450000,,34995,310456,275462,90087,110185,97,2017,4/7/2017,
Summer Lake_01150595,106,9540000,,6310,6310,0,6310,0,97,2017,4/7/2017,
Hart Lake_01121637,146,13140000,,6310,173780,167471,24237,35134,97,2017,4/7/2017,
Siltcoos Lake_01158483,3,270000,,6310,6310,0,6310,0,97,2017,4/7/2017,
Swamp Lake_01127802,11,990000,,6310,16596,10286,7245,2957,97,2017,4/7/2017,
Gerber Reservoir_01121105,132,11880000,,6310,178649,172339,10642,18364,97,2017,4/7/2017,
Lake Billy Chinook_01138120,46,4140000,,6310,131826,125516,10223,19793,97,2017,4/7/2017,
Fern Ridge Lake_01120678,3,270000,,6310,6310,0,6310,0,96,2017,4/6/2017,
Warm Springs Reservoir_01128656,147,13230000,,6310,188799,182490,15759,32436,94,2017,4/4/2017,
Beulah Reservoir_01117569,67,6030000,,6310,100000,93690,17456,22031,94,2017,4/4/2017,
Malheur Lake_01123710,969,87210000,,6310,420727,414417,63887,89142,94,2017,4/4/2017,
Drews Reservoir_01141243,151,13590000,,6310,619442,613132,39885,88066,94,2017,4/4/2017,
Goose Lake_00224325,2096,188640000,,6310,839460,833151,47965,111663,94,2017,4/4/2017,
Lake Abert_01116755,420,37800000,,6310,6310,0,6310,0,94,2017,4/4/2017,
Renner Lake_00267175,19,1710000,,6310,194089,187779,68623,65686,94,2017,4/4/2017,
Gerber Reservoir_01121105,57,5130000,,6310,124738,118429,19239,29442,94,2017,4/4/2017,
Warm Springs Reservoir_01128656,144,12960000,,6310,229087,222777,11377,26042,93,2017,4/3/2017,
Beulah Reservoir_01117569,67,6030000,,6310,59156,52847,7252,6510,93,2017,4/3/2017,
Waldo Lake_01151818,163,14670000,,6310,30479,24169,6673,2649,93,2017,4/3/2017,
Davis Lake_01140666,128,11520000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Cold Springs Reservoir_01119125,36,3240000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Fern Ridge Lake_01120678,259,23310000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Crescent Lake_01158186,122,10980000,,6310,346737,340427,9100,30694,93,2017,4/3/2017,
Wickiup Reservoir_01161711,371,33390000,,6310,356451,350142,20445,49043,93,2017,4/3/2017,
Odell Lake_01147159,99,8910000,,6310,6310,0,6310,0,255,2019,9/12/2019,
Crane Prairie Reservoir_01140386,32,2880000,,6310,270396,264086,23576,63026,93,2017,4/3/2017,
Cottage Grove Lake_01158179,23,2070000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Dorena Lake_01120032,42,3780000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Hills Creek Lake_01158881,66,5940000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Lost Creek Lake_01158890,37,3330000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Sturgeon Lake_01127681,119,10710000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Malheur Lake_01123710,966,86940000,,6310,539511,533201,125672,127888,93,2017,4/3/2017,
Foster Lake_01158892,25,2250000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Drews Reservoir_01141243,155,13950000,,6310,328096,321786,11727,29075,93,2017,4/3/2017,
Goose Lake_00224325,3484,313560000,,6310,912011,905702,40574,89683,93,2017,4/3/2017,
Crump Lake_01119601,362,32580000,,6310,102802,96492,7295,8556,93,2017,4/3/2017,
Upper Klamath Lake_01151685,2609,234810000,,6310,210863,204553,6900,7565,93,2017,4/3/2017,
Henry Hagg Lake_01158095,25,2250000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Lake Abert_01116755,1439,129510000,,6310,691831,685522,24966,69504,93,2017,4/3/2017,
Alkali Lake_01116863,29,2610000,,1674944,3341952,1667008,2730416,499951,93,2017,4/3/2017,
Aspen Lake_01161255,84,7560000,,6310,255859,249549,28673,49582,93,2017,4/3/2017,
Alkali Lake_01116864,6,540000,,205116,420727,215610,263080,85438,93,2017,4/3/2017,
Green Peter Lake_01158878,56,5040000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Detroit Lake_01639301,58,5220000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Renner Lake_00267175,21,1890000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Summer Lake_01150595,79,7110000,,6310,483059,476750,152359,129923,93,2017,4/3/2017,
Hart Lake_01121637,321,28890000,,6310,135519,129209,8862,12179,93,2017,4/3/2017,
Siltcoos Lake_01158483,58,5220000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Howard Prairie Lake_01158895,63,5670000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Swamp Lake_01127802,39,3510000,,6310,7447,1138,6363,230,93,2017,4/3/2017,
Timothy Lake_01151253,22,1980000,,6310,6310,0,6310,0,93,2017,4/3/2017,
Gerber Reservoir_01121105,134,12060000,,6310,33113,26804,6630,2502,93,2017,4/3/2017,
Crater Lake_01163669,561,50490000,,6310,310456,304146,8226,18871,93,2017,4/3/2017,
Lake Billy Chinook_01138120,109,9810000,,6310,242103,235794,16466,38598,93,2017,4/3/2017,
Henry Hagg Lake_01158095,16,1440000,,6310,6310,0,6310,0,92,2017,4/2/2017,
Siltcoos Lake_01158483,42,3780000,,6310,6310,0,6310,0,92,2017,4/2/2017,
Warm Springs Reservoir_01128656,146,13140000,,6310,285759,279450,12447,37972,90,2017,3/31/2017,
Beulah Reservoir_01117569,67,6030000,,6310,159956,153646,11069,26135,90,2017,3/31/2017,
Waldo Lake_01151818,204,18360000,,6310,711214,704904,9765,49232,90,2017,3/31/2017,
Davis Lake_01140666,125,11250000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Cold Springs Reservoir_01119125,34,3060000,,6310,155597,149287,12568,27110,90,2017,3/31/2017,
Crescent Lake_01158186,136,12240000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Wickiup Reservoir_01161711,316,28440000,,6310,444632,438322,25679,67961,90,2017,3/31/2017,
Odell Lake_01147159,60,5400000,,6310,6310,0,6310,0,262,2019,9/19/2019,
Crane Prairie Reservoir_01140386,23,2070000,,6310,711214,704904,53992,161259,90,2017,3/31/2017,
Lost Creek Lake_01158890,78,7020000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Malheur Lake_01123710,901,81090000,,6310,483059,476750,59159,103583,90,2017,3/31/2017,
Foster Lake_01158892,20,1800000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Drews Reservoir_01141243,154,13860000,,6310,539511,533201,29793,75066,90,2017,3/31/2017,
Goose Lake_00224325,2923,263070000,,6310,912011,905702,41203,115667,90,2017,3/31/2017,
Crump Lake_01119601,362,32580000,,6310,356451,350142,9477,23719,90,2017,3/31/2017,
Upper Klamath Lake_01151685,2583,232470000,,6310,398108,391798,7110,11021,90,2017,3/31/2017,
Lake Abert_01116755,1289,116010000,,6310,711214,704904,89218,106668,90,2017,3/31/2017,
Alkali Lake_01116863,29,2610000,,1923093,4168695,2245602,3149213,592160,90,2017,3/31/2017,
Aspen Lake_01161255,80,7200000,,6310,839460,833151,26194,93953,90,2017,3/31/2017,
Alkali Lake_01116864,51,4590000,,6310,270396,264086,45458,62728,90,2017,3/31/2017,
Green Peter Lake_01158878,42,3780000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Detroit Lake_01639301,15,1350000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Renner Lake_00267175,21,1890000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Summer Lake_01150595,144,12960000,,6310,554626,548316,58259,115647,90,2017,3/31/2017,
Hart Lake_01121637,103,9270000,,6310,255859,249549,17808,37469,90,2017,3/31/2017,
Howard Prairie Lake_01158895,34,3060000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Swamp Lake_01127802,10,900000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Timothy Lake_01151253,26,2340000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Gerber Reservoir_01121105,127,11430000,,6310,121339,115029,7810,10862,90,2017,3/31/2017,
Crater Lake_01163669,540,48600000,,6310,6310,0,6310,0,90,2017,3/31/2017,
Lake Billy Chinook_01138120,30,2700000,,6310,346737,340427,17657,61109,90,2017,3/31/2017,
Davis Lake_01140666,69,6210000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Cold Springs Reservoir_01119125,23,2070000,,6310,285759,279450,34001,69158,89,2017,3/30/2017,
Fern Ridge Lake_01120678,9,810000,,6310,124738,118429,34390,41054,89,2017,3/30/2017,
Crescent Lake_01158186,67,6030000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Wickiup Reservoir_01161711,10,900000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Odell Lake_01147159,133,11970000,,6310,6310,0,6310,0,266,2019,9/23/2019,
Cottage Grove Lake_01158179,9,810000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Dorena Lake_01120032,47,4230000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Hills Creek Lake_01158881,15,1350000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Lost Creek Lake_01158890,63,5670000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Sturgeon Lake_01127681,64,5760000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Malheur Lake_01123710,11,990000,,6310,173780,167471,51983,74585,89,2017,3/30/2017,
Drews Reservoir_01141243,117,10530000,,6310,111686,105377,12298,16536,89,2017,3/30/2017,
Goose Lake_00224325,278,25020000,,6310,794328,788019,66082,120757,89,2017,3/30/2017,
Upper Klamath Lake_01151685,1544,138960000,,6310,164437,158128,7775,10912,89,2017,3/30/2017,
Lake Abert_01116755,915,82350000,,6310,328096,321786,16643,35378,89,2017,3/30/2017,
Alkali Lake_01116863,2,180000,,570164,570164,0,570164,0,89,2017,3/30/2017,
Aspen Lake_01161255,17,1530000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Alkali Lake_01116864,17,1530000,,6310,82414,76104,42055,33638,89,2017,3/30/2017,
Detroit Lake_01639301,4,360000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Renner Lake_00267175,21,1890000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Summer Lake_01150595,81,7290000,,6310,285759,279450,70455,79240,89,2017,3/30/2017,
Hart Lake_01121637,242,21780000,,6310,210863,204553,11222,25130,89,2017,3/30/2017,
Gerber Reservoir_01121105,22,1980000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Crater Lake_01163669,14,1260000,,6310,6310,0,6310,0,89,2017,3/30/2017,
Lake Billy Chinook_01138120,57,5130000,,6310,293765,287455,21388,58485,89,2017,3/30/2017,
Warm Springs Reservoir_01128656,102,9180000,,6310,310456,304146,14778,40692,86,2017,3/27/2017,
Beulah Reservoir_01117569,28,2520000,,6310,14859,8550,6865,2012,86,2017,3/27/2017,
Waldo Lake_01151818,72,6480000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Davis Lake_01140666,97,8730000,,6310,57544,51234,7489,7249,86,2017,3/27/2017,
Cold Springs Reservoir_01119125,34,3060000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Crescent Lake_01158186,151,13590000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Wickiup Reservoir_01161711,265,23850000,,6310,387258,380948,13680,38773,86,2017,3/27/2017,
Odell Lake_01147159,135,12150000,,6310,6310,0,6310,0,269,2019,9/26/2019,
Crane Prairie Reservoir_01140386,7,630000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Cottage Grove Lake_01158179,19,1710000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Hills Creek Lake_01158881,6,540000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Sturgeon Lake_01127681,1,90000,,570164,570164,0,570164,0,86,2017,3/27/2017,
Malheur Lake_01123710,395,35550000,,6310,672977,666668,39070,89806,86,2017,3/27/2017,
Foster Lake_01158892,12,1080000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Drews Reservoir_01141243,124,11160000,,6310,255859,249549,13245,27743,86,2017,3/27/2017,
Goose Lake_00224325,1313,118170000,,6310,751623,745314,17135,58443,86,2017,3/27/2017,
Crump Lake_01119601,264,23760000,,6310,77983,71673,6872,6220,86,2017,3/27/2017,
Upper Klamath Lake_01151685,1902,171180000,,6310,346737,340427,7761,15526,86,2017,3/27/2017,
Lake Abert_01116755,165,14850000,,6310,444632,438322,80591,115875,86,2017,3/27/2017,
Alkali Lake_01116863,24,2160000,,1584894,2831393,1246499,2367144,359951,86,2017,3/27/2017,
Aspen Lake_01161255,39,3510000,,6310,346737,340427,38530,86063,86,2017,3/27/2017,
Detroit Lake_01639301,12,1080000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Summer Lake_01150595,31,2790000,,6310,31333,25023,9457,8180,86,2017,3/27/2017,
Hart Lake_01121637,140,12600000,,6310,54450,48141,8590,8777,86,2017,3/27/2017,
Siltcoos Lake_01158483,18,1620000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Timothy Lake_01151253,22,1980000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Crater Lake_01163669,117,10530000,,6310,6310,0,6310,0,86,2017,3/27/2017,
Lake Billy Chinook_01138120,56,5040000,,6310,128233,121924,8487,16147,86,2017,3/27/2017,
Upper Klamath Lake_01151685,41,3690000,,6310,6310,0,6310,0,85,2017,3/26/2017,
Alkali Lake_01116863,3,270000,,2208005,2208005,0,2208005,0,85,2017,3/26/2017,
Aspen Lake_01161255,74,6660000,,6310,6310,0,6310,0,85,2017,3/26/2017,
Summer Lake_01150595,65,5850000,,6310,6310,0,6310,0,85,2017,3/26/2017,
Warm Springs Reservoir_01128656,149,13410000,,6310,41305,34995,6577,2866,82,2017,3/23/2017,
Beulah Reservoir_01117569,67,6030000,,6310,9817,3508,6382,453,82,2017,3/23/2017,
Waldo Lake_01151818,199,17910000,,6310,6310,0,6310,0,82,2017,3/23/2017,
Davis Lake_01140666,4,360000,,366438,366438,0,366438,0,82,2017,3/23/2017,
Cold Springs Reservoir_01119125,24,2160000,,6310,205116,198807,25164,53931,82,2017,3/23/2017,
Fern Ridge Lake_01120678,217,19530000,,6310,398108,391798,13677,45470,82,2017,3/23/2017,
Wickiup Reservoir_01161711,62,5580000,,6310,483059,476750,128893,153525,82,2017,3/23/2017,
Hills Creek Lake_01158881,49,4410000,,6310,6310,0,6310,0,82,2017,3/23/2017,
Lost Creek Lake_01158890,87,7830000,,6310,6310,0,6310,0,82,2017,3/23/2017,
Malheur Lake_01123710,831,74790000,,6310,691831,685522,73940,112906,82,2017,3/23/2017,
Drews Reservoir_01141243,94,8460000,,6310,346737,340427,30691,67791,82,2017,3/23/2017,
Goose Lake_00224325,2645,238050000,,6310,1306171,1299862,44236,140310,82,2017,3/23/2017,
Crump Lake_01119601,352,31680000,,6310,285759,279450,7818,16147,82,2017,3/23/2017,
Upper Klamath Lake_01151685,2583,232470000,,6310,263027,256717,6882,9040,82,2017,3/23/2017,
Lake Abert_01116755,1559,140310000,,6310,524808,518498,76326,119790,82,2017,3/23/2017,
Alkali Lake_01116863,29,2610000,,6310,1819702,1813392,1076577,603642,82,2017,3/23/2017,
Aspen Lake_01161255,58,5220000,,6310,376704,370394,35685,69226,82,2017,3/23/2017,
Alkali Lake_01116864,38,3420000,,6310,432514,426204,122081,130760,82,2017,3/23/2017,
Green Peter Lake_01158878,21,1890000,,6310,6310,0,6310,0,82,2017,3/23/2017,
Detroit Lake_01639301,12,1080000,,6310,6310,0,6310,0,82,2017,3/23/2017,
Renner Lake_00267175,16,1440000,,6310,229087,222777,31017,52493,82,2017,3/23/2017,
Summer Lake_01150595,78,7020000,,6310,469894,463585,111973,129776,82,2017,3/23/2017,
Hart Lake_01121637,320,28800000,,6310,124738,118429,7717,8752,82,2017,3/23/2017,
Howard Prairie Lake_01158895,56,5040000,,6310,6310,0,6310,0,82,2017,3/23/2017,
Gerber Reservoir_01121105,123,11070000,,6310,164437,158128,9876,18634,82,2017,3/23/2017,
Crater Lake_01163669,495,44550000,,6310,6310,0,6310,0,82,2017,3/23/2017,
Waldo Lake_01151818,17,1530000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Fern Ridge Lake_01120678,42,3780000,,6310,29648,23339,7682,5014,81,2017,3/22/2017,
Crescent Lake_01158186,38,3420000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Odell Lake_01147159,123,11070000,,6310,6310,0,6310,0,270,2019,9/27/2019,
Crane Prairie Reservoir_01140386,90,8100000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Dorena Lake_01120032,3,270000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Lost Creek Lake_01158890,25,2250000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Upper Klamath Lake_01151685,1284,115560000,,6310,159956,153646,7198,8747,81,2017,3/22/2017,
Aspen Lake_01161255,34,3060000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Howard Prairie Lake_01158895,20,1800000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Gerber Reservoir_01121105,3,270000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Crater Lake_01163669,238,21420000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Lake Billy Chinook_01138120,26,2340000,,6310,6310,0,6310,0,81,2017,3/22/2017,
Malheur Lake_01123710,119,10710000,,6310,328096,321786,64208,64337,79,2017,3/20/2017,
Waldo Lake_01151818,144,12960000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Cold Springs Reservoir_01119125,34,3060000,,6310,108643,102333,13204,23152,78,2017,3/19/2017,
Fern Ridge Lake_01120678,258,23220000,,6310,409261,402951,17048,45027,78,2017,3/19/2017,
Wickiup Reservoir_01161711,282,25380000,,6310,510505,504196,38138,103043,78,2017,3/19/2017,
Odell Lake_01147159,124,11160000,,6310,6310,0,6310,0,277,2019,10/4/2019,
Crane Prairie Reservoir_01140386,163,14670000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Hills Creek Lake_01158881,14,1260000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Sturgeon Lake_01127681,103,9270000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Foster Lake_01158892,24,2160000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Henry Hagg Lake_01158095,33,2970000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Green Peter Lake_01158878,56,5040000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Detroit Lake_01639301,41,3690000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Siltcoos Lake_01158483,81,7290000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Timothy Lake_01151253,16,1440000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Lake Billy Chinook_01138120,18,1620000,,6310,6310,0,6310,0,78,2017,3/19/2017,
Warm Springs Reservoir_01128656,104,9360000,,6310,11912,5603,6367,548,75,2017,3/16/2017,
Beulah Reservoir_01117569,66,5940000,,6310,102802,96492,8891,14733,75,2017,3/16/2017,
Cold Springs Reservoir_01119125,30,2700000,,6310,46132,39822,7637,7148,75,2017,3/16/2017,
Malheur Lake_01123710,393,35370000,,6310,586138,579829,86734,131362,75,2017,3/16/2017,
Drews Reservoir_01141243,116,10440000,,6310,310456,304146,23870,50281,75,2017,3/16/2017,
Goose Lake_00224325,2063,185670000,,6310,602560,596250,37597,92294,75,2017,3/16/2017,
Crump Lake_01119601,280,25200000,,6310,42462,36152,7371,4581,75,2017,3/16/2017,
Lake Abert_01116755,1268,114120000,,6310,691831,685522,60058,115802,75,2017,3/16/2017,
Alkali Lake_01116864,20,1800000,,6310,248886,242576,82015,64679,75,2017,3/16/2017,
Renner Lake_00267175,21,1890000,,6310,84723,78413,14264,20839,75,2017,3/16/2017,
Hart Lake_01121637,312,28080000,,6310,111686,105377,7766,9781,75,2017,3/16/2017,
Drews Reservoir_01141243,156,14040000,,6310,111686,105377,7668,10827,74,2017,3/15/2017,
Goose Lake_00224325,1078,97020000,,6310,816583,810273,54477,123591,74,2017,3/15/2017,
Crump Lake_01119601,235,21150000,,6310,6310,0,6310,0,74,2017,3/15/2017,
Upper Klamath Lake_01151685,22,1980000,,6310,6310,0,6310,0,74,2017,3/15/2017,
Lake Abert_01116755,729,65610000,,6310,235505,229195,8694,17316,74,2017,3/15/2017,
Alkali Lake_01116864,24,2160000,,6310,319154,312844,99729,94254,74,2017,3/15/2017,
Renner Lake_00267175,20,1800000,,6310,6310,0,6310,0,74,2017,3/15/2017,
Summer Lake_01150595,147,13230000,,6310,55976,49666,8343,8585,74,2017,3/15/2017,
Gerber Reservoir_01121105,132,11880000,,6310,50119,43809,6979,4605,74,2017,3/15/2017,
Timothy Lake_01151253,22,1980000,,6310,6310,0,6310,0,73,2017,3/14/2017,
Warm Springs Reservoir_01128656,140,12600000,,6310,6310,0,6310,0,71,2017,3/12/2017,
Beulah Reservoir_01117569,5,450000,,6310,6310,0,6310,0,71,2017,3/12/2017,
Malheur Lake_01123710,828,74520000,,6310,1306171,1299862,335184,263779,71,2017,3/12/2017,
Drews Reservoir_01141243,150,13500000,,6310,139316,133006,8247,12020,71,2017,3/12/2017,
Goose Lake_00224325,1659,149310000,,6310,691831,685522,81355,134315,71,2017,3/12/2017,
Crump Lake_01119601,361,32490000,,6310,199526,193217,8085,13684,71,2017,3/12/2017,
Lake Abert_01116755,1370,123300000,,6310,937562,931253,60649,147600,71,2017,3/12/2017,
Alkali Lake_01116863,28,2520000,,1342766,3837074,2494308,3195701,577148,71,2017,3/12/2017,
Alkali Lake_01116864,30,2700000,,6310,222844,216534,122825,68419,71,2017,3/12/2017,
